Date,Open,High,Low,Close,Volume
2005-02-10,16.824,16.887,16.567,16.698,3034193
2005-02-11,16.761,17.012,16.761,16.824,1400109
2005-02-14,16.887,17.012,16.824,16.887,997367
2005-02-15,16.887,16.949,16.698,16.698,1970931
2005-02-16,16.824,17.075,16.698,16.887,2943979
2005-02-17,17.012,17.2,16.949,17.2,2972218
2005-02-18,17.075,17.584,17.012,17.451,5781236
2005-02-21,17.263,17.834,17.263,17.708,4410385
2005-02-22,17.771,17.834,17.451,17.708,3388977
2005-02-23,17.388,17.708,17.388,17.708,1870101
2005-02-24,17.646,17.896,17.584,17.708,2347560
2005-02-25,17.834,18.147,17.834,17.896,6061642
2005-02-28,18.023,18.147,17.451,17.708,1713639
2005-03-01,17.521,17.96,17.326,17.771,2437091
2005-03-02,17.521,17.646,17.075,17.138,1425652
2005-03-03,17.138,17.521,17.075,17.388,4756165
2005-03-04,17.326,17.708,17.326,17.708,2658210
2005-03-07,17.646,18.084,17.646,17.896,2949211
2005-03-08,17.708,17.96,17.584,17.771,1760745
2005-03-09,17.708,18.084,17.708,17.896,4255091
2005-03-10,17.708,17.834,17.646,17.708,1959649
2005-03-11,17.708,17.771,17.584,17.646,1786469
2005-03-14,17.521,17.708,17.388,17.388,864647
2005-03-15,17.451,17.646,17.388,17.388,1776236
2005-03-16,17.326,17.388,16.824,16.824,2139177
2005-03-17,16.887,17.138,16.824,17.075,3420661
2005-03-18,17.075,17.2,16.949,17.012,2989242
2005-03-21,17.138,17.263,16.761,16.761,1620821
2005-03-22,16.824,17.075,16.824,17.075,769070
2005-03-23,16.949,17.075,16.824,17.012,1206309
2005-03-24,17.012,17.075,16.824,16.824,1552486
2005-03-29,16.887,16.949,16.567,16.63,1292250
2005-03-30,16.887,17.2,16.887,17.2,2190539
2005-03-31,17.138,17.584,17.138,17.584,2102758
2005-04-01,17.388,17.521,17.075,17.075,805140
2005-04-04,17.263,17.263,16.949,17.138,1200589
2005-04-05,17.012,17.2,16.824,17.2,1125989
2005-04-06,17.075,17.263,17.012,17.263,1051491
2005-04-07,17.263,17.326,17.012,17.138,809369
2005-04-11,16.949,17.326,16.761,17.263,1212113
2005-04-12,17.138,17.2,17.012,17.2,472796
2005-04-13,17.138,17.263,17.075,17.2,888476
2005-04-14,17.012,17.263,17.012,17.075,595374
2005-04-15,16.949,17.012,16.824,16.887,848045
2005-04-18,16.761,16.761,16.567,16.63,1208077
2005-04-19,16.567,16.761,16.567,16.698,733172
2005-04-20,16.698,16.761,16.191,16.378,1800367
2005-04-21,16.441,16.698,16.378,16.63,1119671
2005-04-22,16.63,16.949,16.63,16.761,1063898
2005-04-25,16.761,16.824,16.441,16.441,513572
2005-04-26,16.441,16.63,16.316,16.378,1153291
2005-04-27,16.378,16.378,15.87,16.001,1941210
2005-04-28,16.001,16.128,15.87,15.87,1468419
2005-04-29,15.94,16.128,15.94,15.94,1692263
2005-05-02,16.064,16.191,16.064,16.064,584021
2005-05-04,16.253,16.503,16.191,16.316,1820452
2005-05-05,16.378,16.698,16.378,16.63,1976298
2005-05-06,16.63,16.761,16.503,16.567,1101359
2005-05-09,16.567,16.698,16.441,16.63,371512
2005-05-10,16.698,16.698,16.191,16.316,1153566
2005-05-11,16.191,16.567,16.128,16.441,427112
2005-05-12,16.441,16.824,16.441,16.824,876892
2005-05-13,16.761,16.949,16.698,16.761,1412638
2005-05-16,16.441,16.761,16.441,16.761,375822
2005-05-17,16.567,16.887,16.567,16.887,1847001
2005-05-18,16.824,17.075,16.761,17.075,1881790
2005-05-19,17.012,17.075,16.824,16.887,671091
2005-05-20,16.698,16.949,16.63,16.949,1566890
2005-05-23,16.824,16.949,16.824,16.949,773763
2005-05-24,16.949,17.012,16.824,16.887,1257611
2005-05-25,16.887,17.012,16.824,16.887,1851103
2005-05-27,17.075,17.075,16.761,16.887,2035114
2005-05-30,16.887,16.887,16.761,16.761,470515
2005-05-31,16.698,17.2,16.63,16.761,2982727
2005-06-01,16.824,16.824,16.567,16.698,1383555
2005-06-02,16.761,16.887,16.698,16.824,1659127
2005-06-03,16.824,16.887,16.761,16.824,868925
2005-06-06,16.761,16.949,16.761,16.887,1021162
2005-06-07,16.887,17.012,16.824,16.949,1961112
2005-06-08,16.824,17.075,16.824,17.075,2529824
2005-06-09,16.949,17.138,16.887,17.138,707427
2005-06-10,17.075,17.326,17.012,17.075,825929
2005-06-13,17.075,17.584,17.012,17.451,1803584
2005-06-14,17.388,17.584,17.138,17.2,1042560
2005-06-15,17.2,17.326,17.138,17.263,2948848
2005-06-16,17.2,17.388,17.138,17.326,2161194
2005-06-17,17.2,17.451,17.2,17.451,761707
2005-06-20,17.326,17.584,17.2,17.326,568919
2005-06-21,17.388,17.388,17.263,17.263,747916
2005-06-22,17.263,17.584,17.263,17.451,2095821
2005-06-23,17.451,17.521,17.2,17.388,876372
2005-06-24,17.2,17.2,16.887,16.949,1913469
2005-06-27,16.949,17.075,16.698,16.761,1216267
2005-06-28,16.887,17.2,16.824,17.075,922782
2005-06-29,17.075,17.138,17.012,17.075,808882
2005-06-30,16.949,17.263,16.887,17.138,3429650
2005-07-01,17.075,17.2,17.075,17.2,866619
2005-07-04,17.263,17.388,17.138,17.388,836745
2005-07-05,17.326,17.451,17.075,17.263,1909062
2005-07-06,17.138,17.326,17.138,17.263,456614
2005-07-07,17.138,17.263,16.63,17.138,2171050
2005-07-08,17.075,17.263,17.075,17.2,823763
2005-07-11,17.2,17.263,17.138,17.2,339430
2005-07-12,17.138,17.263,17.138,17.2,495323
2005-07-13,17.2,17.584,17.138,17.584,2226322
2005-07-14,17.521,17.834,17.451,17.708,3370788
2005-07-15,17.708,17.896,17.646,17.708,3182205
2005-07-18,17.584,17.708,17.326,17.388,819609
2005-07-19,17.388,17.451,17.263,17.326,852677
2005-07-20,17.388,17.584,17.263,17.326,895285
2005-07-21,17.388,17.451,17.138,17.138,1617796
2005-07-22,17.138,17.263,17.075,17.138,1792159
2005-07-25,17.138,17.326,17.075,17.263,920811
2005-07-26,17.263,17.451,17.075,17.2,833045
2005-07-27,17.2,17.263,17.138,17.2,1664891
2005-07-28,17.2,17.388,17.2,17.263,1258383
2005-07-29,17.451,17.834,17.451,17.646,2956585
2005-08-01,17.584,17.96,17.584,17.96,1155695
2005-08-02,17.96,18.023,17.834,17.96,608253
2005-08-03,17.834,17.896,17.584,17.834,389097
2005-08-04,17.646,17.834,17.646,17.646,512744
2005-08-05,17.708,18.084,17.708,18.084,814373
2005-08-08,18.084,18.718,18.084,18.531,1644306
2005-08-09,18.468,18.656,18.279,18.593,705058
2005-08-10,18.656,18.907,18.279,18.341,1033287
2005-08-11,18.279,18.531,17.96,18.023,1115297
2005-08-12,18.023,18.279,18.023,18.147,598618
2005-08-16,18.209,18.593,18.209,18.404,1986270
2005-08-17,18.6,18.663,18.272,18.468,1435160
2005-08-18,18.404,18.468,18.008,18.008,374872
2005-08-19,18.078,18.334,18.078,18.078,2310371
2005-08-22,18.008,18.334,18.008,18.203,1807107
2005-08-23,18.203,18.272,18.008,18.203,1388445
2005-08-24,18.14,18.404,18.14,18.14,908723
2005-08-25,18.14,18.272,18.14,18.203,1685441
2005-08-26,18.203,18.334,18.203,18.272,458248
2005-08-29,18.203,18.334,18.14,18.334,251659
2005-08-30,18.334,18.864,18.272,18.731,1392593
2005-08-31,18.864,19.191,18.663,18.864,2462739
2005-09-01,18.864,18.989,18.731,18.794,2376461
2005-09-02,18.731,18.927,18.663,18.927,3733437
2005-09-05,18.663,19.122,18.663,18.989,1273392
2005-09-06,18.864,19.059,18.864,19.059,1231879
2005-09-07,18.989,19.122,18.731,18.989,1447900
2005-09-08,18.927,19.059,18.6,18.663,1288495
2005-09-09,18.731,19.059,18.731,18.989,2210790
2005-09-12,19.122,19.581,19.122,19.449,1848720
2005-09-13,19.449,19.644,19.254,19.449,1320617
2005-09-14,19.387,19.581,19.254,19.387,1150500
2005-09-15,19.317,19.971,19.254,19.909,2091938
2005-09-16,19.971,20.626,19.971,20.626,2598011
2005-09-19,20.564,21.74,20.369,21.615,3241757
2005-09-20,21.942,22.201,21.155,21.35,3222305
2005-09-21,21.155,21.155,20.431,20.954,1600548
2005-09-22,20.696,21.086,20.564,20.626,1988484
2005-09-23,20.564,20.626,20.104,20.626,782788
2005-09-26,20.236,21.086,20.236,20.758,1815920
2005-09-27,20.89,21.086,20.431,20.501,3975964
2005-09-28,20.626,20.827,19.909,19.909,2035567
2005-09-29,19.971,20.564,19.971,20.173,689399
2005-09-30,20.564,20.626,20.369,20.626,1903814
2005-10-03,20.758,20.827,20.236,20.626,2845990
2005-10-04,20.626,20.758,20.431,20.501,731496
2005-10-05,20.3,20.564,20.236,20.501,1196595
2005-10-06,20.236,20.431,19.644,19.644,1213761
2005-10-07,19.387,20.104,19.387,19.971,1423884
2005-10-10,19.847,20.3,19.847,20.173,419541
2005-10-11,20.3,20.758,20.173,20.696,697677
2005-10-12,20.626,20.626,20.104,20.173,394232
2005-10-13,20.173,20.3,19.122,19.317,1021586
2005-10-14,19.317,19.519,19.059,19.059,3161317
2005-10-17,19.122,19.387,19.122,19.122,1552297
2005-10-18,19.254,19.317,18.663,18.864,1616072
2005-10-19,18.404,18.6,17.876,18.272,2597778
2005-10-20,18.6,18.731,18.078,18.468,3182612
2005-10-21,18.404,18.6,18.334,18.404,1786393
2005-10-24,18.404,18.6,18.008,18.334,3387409
2005-10-25,18.468,18.794,18.404,18.663,3276678
2005-10-26,18.731,18.794,18.14,18.663,2395060
2005-10-27,18.272,18.468,18.203,18.334,2335553
2005-10-28,18.203,18.203,17.75,18.008,3983845
2005-10-31,18.14,18.663,18.008,18.203,1782880
2005-11-02,18.6,18.989,18.537,18.927,3031318
2005-11-03,19.059,19.519,18.927,19.519,2848446
2005-11-04,19.519,19.581,19.254,19.449,1970137
2005-11-07,19.387,19.449,18.794,19.191,1214653
2005-11-08,18.989,18.989,18.663,18.663,1039066
2005-11-09,18.663,18.864,18.6,18.864,1282064
2005-11-10,19.059,19.122,18.6,18.731,1093573
2005-11-14,19.059,19.122,18.731,18.794,2888819
2005-11-15,18.927,19.254,18.864,19.191,2795754
2005-11-16,19.191,19.317,18.404,18.663,4918412
2005-11-17,18.6,18.864,18.537,18.864,2548881
2005-11-18,18.989,19.059,18.6,18.731,2265532
2005-11-21,18.794,18.794,18.6,18.731,1363662
2005-11-22,18.663,18.663,18.334,18.404,1243099
2005-11-23,18.468,18.6,18.334,18.468,1054009
2005-11-24,18.468,18.537,18.14,18.14,1775826
2005-11-25,18.272,18.272,17.68,17.876,6400136
2005-11-28,18.14,18.203,17.876,18.008,3985174
2005-11-29,18.078,18.14,18.008,18.078,2741774
2005-11-30,18.008,18.537,18.008,18.334,3684724
2005-12-01,18.334,18.537,18.334,18.537,2187788
2005-12-02,18.731,18.864,18.6,18.864,4157236
2005-12-05,18.864,18.927,18.272,18.468,4954295
2005-12-06,18.468,18.468,18.14,18.334,1033713
2005-12-07,18.334,18.6,18.334,18.537,691702
2005-12-08,18.404,18.537,18.272,18.272,1103237
2005-12-09,18.334,18.334,18.14,18.272,1493173
2005-12-12,18.203,18.334,18.078,18.14,2343810
2005-12-13,18.203,18.334,18.14,18.203,1095170
2005-12-14,18.203,18.404,18.14,18.334,3282944
2005-12-15,18.334,18.537,18.14,18.14,2007044
2005-12-16,18.203,18.334,18.078,18.203,3615130
2005-12-19,18.203,18.468,18.14,18.334,1418329
2005-12-20,18.334,18.864,18.272,18.794,4308325
2005-12-21,18.794,19.387,18.794,19.317,4423906
2005-12-22,19.317,19.317,19.059,19.317,1775174
2005-12-23,19.191,19.449,19.191,19.387,1138139
2005-12-27,19.317,19.519,19.254,19.519,1220650
2005-12-28,19.387,19.449,19.254,19.254,854179
2005-12-29,19.191,19.317,19.122,19.254,766468
2005-12-30,19.122,19.191,18.927,18.989,950524
2006-01-02,18.794,19.059,18.663,19.059,1164492
2006-01-03,19.059,19.387,18.927,19.254,2141897
2006-01-04,19.449,19.909,19.387,19.847,5539242
2006-01-05,19.715,19.777,19.581,19.777,1908830
2006-01-06,19.777,20.173,19.581,20.041,2646311
2006-01-09,20.104,20.564,19.971,19.971,3950211
2006-01-10,19.847,20.104,19.777,19.909,1903831
2006-01-11,19.909,20.501,19.909,20.501,2570701
2006-01-12,20.369,20.626,20.3,20.626,1775935
2006-01-13,20.501,20.626,20.369,20.501,2147293
2006-01-16,20.369,20.954,20.3,20.954,1649619
2006-01-17,20.696,20.954,20.626,20.89,1413980
2006-01-18,20.501,20.626,20.369,20.501,1599792
2006-01-19,20.501,21.288,20.501,21.086,2393859
2006-01-20,20.696,21.086,20.696,20.89,1176773
2006-01-23,20.626,21.023,20.431,20.954,1292750
2006-01-24,20.954,20.954,20.564,20.564,1214127
2006-01-25,20.954,21.482,20.758,21.482,4166066
2006-01-26,21.545,21.545,21.086,21.217,1652027
2006-01-27,21.217,21.74,21.155,21.677,3591307
2006-01-30,21.482,21.615,21.35,21.615,948243
2006-01-31,21.615,21.615,20.696,20.696,1447502
2006-02-01,20.626,21.288,20.431,21.288,990804
2006-02-02,21.35,21.545,21.086,21.217,1207504
2006-02-03,21.023,21.545,20.501,20.501,1691195
2006-02-06,20.696,21.545,20.696,21.545,1000101
2006-02-07,21.288,21.482,21.086,21.413,817179
2006-02-08,21.288,21.545,21.155,21.482,1010888
2006-02-09,21.482,21.74,21.413,21.545,1272430
2006-02-10,21.35,21.545,21.288,21.413,885058
2006-02-13,21.35,21.545,21.288,21.35,963412
2006-02-14,21.35,21.482,21.217,21.35,1490993
2006-02-15,21.288,21.545,21.288,21.545,1075011
2006-02-16,21.413,21.413,20.827,21.155,1461518
2006-02-17,21.217,21.942,21.086,21.872,2351702
2006-02-20,21.811,22.27,21.677,22.27,1580613
2006-02-21,22.137,22.527,21.942,22.527,1555149
2006-02-22,22.464,22.464,22.066,22.201,1151966
2006-02-23,22.137,22.395,22.066,22.395,1061829
2006-02-24,22.27,22.855,22.27,22.855,1053243
2006-02-27,22.855,23.251,22.722,22.792,1473258
2006-02-28,22.722,23.251,22.137,22.659,1847898
2006-03-01,22.722,23.182,22.464,23.05,1490311
2006-03-02,22.987,23.447,22.987,23.447,1352040
2006-03-03,23.509,23.509,22.987,23.377,1294980
2006-03-06,23.119,23.509,23.05,23.509,1422508
2006-03-07,23.251,23.313,22.395,22.924,2119093
2006-03-08,22.855,22.924,22.333,22.464,1498280
2006-03-09,22.464,22.792,22.333,22.464,1108074
2006-03-10,22.395,22.527,21.872,22.201,2200332
2006-03-13,22.201,22.333,21.74,22.066,953329
2006-03-14,21.811,21.942,21.288,21.288,1530216
2006-03-15,21.74,22.066,21.677,21.872,1046200
2006-03-16,21.942,22.597,21.942,22.597,1203916
2006-03-17,22.792,23.251,22.597,23.05,3106994
2006-03-20,22.924,22.987,22.395,22.464,691391
2006-03-21,22.659,22.722,22.27,22.27,1070624
2006-03-22,22.201,22.27,21.811,21.942,1762022
2006-03-23,22.137,22.527,22.066,22.464,1043938
2006-03-24,22.597,22.924,22.527,22.792,771907
2006-03-27,22.792,22.855,22.464,22.855,588269
2006-03-28,22.792,22.855,22.333,22.333,449729
2006-03-29,21.942,22.27,21.545,22.201,859904
2006-03-30,22.395,22.659,22.201,22.333,1185414
2006-03-31,22.27,22.722,22.27,22.722,888730
2006-04-03,22.597,23.251,22.597,23.182,1100825
2006-04-04,23.05,23.119,22.659,22.987,1326376
2006-04-05,22.924,23.119,22.333,22.395,1085735
2006-04-06,22.597,22.722,22.333,22.659,1626499
2006-04-07,22.659,23.251,22.659,22.987,1676834
2006-04-10,22.987,23.182,22.722,23.182,1095882
2006-04-11,22.924,23.05,22.722,22.987,766151
2006-04-12,22.924,23.182,22.792,23.182,344011
2006-04-13,23.182,23.509,22.924,22.987,1210314
2006-04-18,23.119,23.773,23.05,23.578,1380484
2006-04-19,23.773,24.102,23.578,24.102,1037329
2006-04-20,24.038,25.473,23.905,25.41,1638931
2006-04-21,25.146,26.454,25.083,26.197,2174520
2006-04-24,25.473,26.984,25.473,26.587,3005768
2006-04-25,26.259,26.454,25.869,26.002,1498865
2006-04-26,25.933,26.064,25.605,25.869,2591136
2006-04-27,25.869,26.002,24.694,25.02,2297971
2006-04-28,24.694,25.347,24.428,25.278,1832945
2006-05-02,25.083,25.278,24.756,24.819,2873819
2006-05-04,25.146,25.347,24.888,25.214,2523760
2006-05-05,25.473,25.543,24.95,25.41,1514949
2006-05-08,25.278,25.473,25.083,25.278,1590606
2006-05-09,25.214,25.347,24.95,25.146,1496650
2006-05-10,24.95,25.278,24.95,25.214,1108964
2006-05-11,25.278,26.002,25.214,25.869,2498826
2006-05-12,25.473,25.799,25.41,25.799,1249768
2006-05-15,25.473,25.543,24.819,25.214,908728
2006-05-16,24.888,25.41,24.819,25.083,1733506
2006-05-17,25.083,25.214,23.968,23.968,1595766
2006-05-18,23.836,24.428,23.773,24.038,1818738
2006-05-19,24.234,24.56,23.968,24.365,3036677
2006-05-22,24.038,24.428,23.447,23.509,2745792
2006-05-23,23.313,23.968,22.792,23.509,4217296
2006-05-24,23.447,23.704,22.597,22.722,3116519
2006-05-25,22.597,23.313,21.942,22.924,2798547
2006-05-26,23.251,23.509,22.722,22.722,1686718
2006-05-29,22.924,23.377,22.527,22.597,702168
2006-05-30,22.395,22.722,22.27,22.395,574771
2006-05-31,22.137,22.987,21.942,22.792,2012180
2006-06-01,23.05,23.641,22.924,23.578,1748313
2006-06-02,23.773,24.694,23.641,24.49,1558817
2006-06-05,24.296,24.756,24.102,24.56,978249
2006-06-06,24.038,24.365,23.578,23.578,742090
2006-06-07,23.704,24.038,23.313,23.578,1843777
2006-06-08,23.05,23.578,22.792,23.251,2846022
2006-06-09,23.313,23.578,22.855,23.119,2605428
2006-06-12,22.855,22.855,22.137,22.722,2894784
2006-06-13,21.545,22.27,20.89,21.942,3259577
2006-06-14,21.482,22.137,21.155,21.615,2556112
2006-06-16,21.942,22.597,20.696,20.696,2911356
2006-06-19,21.615,21.811,21.35,21.811,2246524
2006-06-20,21.35,22.137,21.35,21.677,2386206
2006-06-21,21.872,22.464,21.74,22.395,2234510
2006-06-22,22.792,22.987,22.137,22.137,1882518
2006-06-23,22.201,22.333,21.74,22.333,666516
2006-06-26,22.005,22.527,22.005,22.395,582709
2006-06-27,22.395,24.49,22.27,24.234,4804811
2006-06-28,22.597,24.234,22.597,24.102,2616262
2006-06-29,24.164,24.428,23.773,23.836,1181658
2006-06-30,24.428,24.756,23.836,24.234,2723890
2006-07-03,23.968,24.365,23.704,24.234,1308718
2006-07-04,23.968,24.296,23.968,24.296,1780427
2006-07-05,24.234,24.56,23.968,24.365,1437099
2006-07-06,24.63,25.298,24.365,25.229,1575257
2006-07-07,25.034,25.571,24.895,25.43,1343652
2006-07-10,24.965,25.905,24.965,25.765,2418580
2006-07-11,25.571,25.765,25.368,25.368,1604426
2006-07-12,25.571,25.967,25.034,25.298,1075143
2006-07-13,25.034,25.43,24.428,24.63,667633
2006-07-14,24.226,24.833,24.164,24.428,714715
2006-07-17,24.428,24.63,24.025,24.025,908363
2006-07-18,24.164,24.762,24.094,24.365,722953
2006-07-19,24.428,24.762,24.365,24.56,661886
2006-07-20,25.097,26.302,25.097,26.098,2056819
2006-07-21,25.905,26.302,25.765,25.835,987752
2006-07-24,25.5,26.169,25.5,26.098,651631
2006-07-25,25.967,26.574,25.835,26.098,1136684
2006-07-26,26.098,26.302,25.835,26.239,1029933
2006-07-27,26.434,26.838,26.371,26.775,2033333
2006-07-28,26.574,27.172,26.503,27.172,1232554
2006-07-31,27.172,27.576,26.907,27.305,1110536
2006-08-01,27.305,27.443,26.637,26.775,1152485
2006-08-02,26.503,26.574,26.037,26.503,843936
2006-08-03,26.169,26.302,25.097,25.43,1731665
2006-08-04,25.368,25.967,25.097,25.905,1797308
2006-08-07,25.835,25.835,25.034,25.702,887004
2006-08-08,25.43,25.702,25.229,25.702,857907
2006-08-09,25.835,26.302,25.5,26.239,1685340
2006-08-10,26.239,26.239,25.43,25.571,978206
2006-08-11,25.765,25.765,24.698,24.762,3460508
2006-08-14,24.895,25.298,24.895,25.166,921202
2006-08-16,25.571,25.905,25.571,25.765,1485197
2006-08-17,25.905,25.905,24.965,25.166,966497
2006-08-18,25.097,25.43,24.895,25.097,963234
2006-08-21,24.895,25.229,24.833,24.895,876329
2006-08-22,25.229,25.229,24.965,25.166,675353
2006-08-23,25.034,25.229,24.762,25.229,593560
2006-08-24,24.965,25.097,24.428,24.56,770645
2006-08-25,24.762,24.833,24.164,24.428,1008911
2006-08-28,24.164,24.428,24.094,24.164,724818
2006-08-29,24.226,25.166,24.226,25.034,801403
2006-08-30,25.097,25.43,24.833,24.965,2115228
2006-08-31,25.229,25.368,24.698,24.833,1222713
2006-09-01,24.846,25.097,24.63,24.63,409877
2006-09-04,25.097,25.702,24.769,25.48,1795726
2006-09-05,25.298,25.696,25.166,25.571,1079969
2006-09-06,25.702,25.702,25.034,25.43,809135
2006-09-07,24.833,25.425,24.797,25.368,879641
2006-09-08,25.229,25.43,24.762,25.361,591540
2006-09-11,24.833,25.41,24.706,25.229,630476
2006-09-12,25.229,25.571,24.895,25.571,1184585
2006-09-13,25.64,26.637,25.64,26.302,3434718
2006-09-14,26.239,26.239,25.577,25.765,1254850
2006-09-15,25.43,26.092,25.201,26.092,862008
2006-09-18,26.098,26.239,25.702,26.092,757937
2006-09-19,25.765,26.037,25.368,25.571,605740
2006-09-20,25.278,25.571,25.187,25.229,3697754
2006-09-21,25.174,25.626,24.895,24.895,1012180
2006-09-22,24.63,24.888,24.108,24.609,1403695
2006-09-25,24.833,25.292,24.833,25.292,353154
2006-09-26,25.292,25.43,24.833,25.229,450542
2006-09-27,25.425,25.425,24.609,25.097,591339
2006-09-28,24.63,25.097,24.63,25.097,1116471
2006-09-29,25.097,25.166,24.365,24.435,1378529
2006-10-02,24.698,24.698,23.698,24.199,1021215
2006-10-03,24.212,24.317,23.892,23.934,640378
2006-10-04,23.934,24.706,23.892,24.658,808170
2006-10-05,25.132,25.354,25.097,25.347,890071
2006-10-06,25.103,25.5,25.097,25.43,534036
2006-10-09,25.132,25.43,25.132,25.43,580835
2006-10-10,25.5,26.44,25.43,26.092,3549351
2006-10-11,26.239,26.302,25.967,26.259,1955164
2006-10-12,26.098,26.503,26.098,26.503,1786617
2006-10-13,26.574,26.642,26.239,26.559,2168707
2006-10-16,26.239,26.775,26.239,26.649,1499638
2006-10-17,26.371,26.434,25.507,25.571,761804
2006-10-18,25.43,26.67,25.368,26.574,1415491
2006-10-19,25.835,26.754,25.835,26.72,1223364
2006-10-20,26.67,26.775,26.098,26.434,1284098
2006-10-23,26.098,26.239,25.787,26.239,591030
2006-10-24,26.002,26.092,25.702,25.765,608499
2006-10-25,25.605,26.098,25.571,26.098,1133493
2006-10-26,26.232,26.232,25.877,26.043,850791
2006-10-27,25.897,26.204,25.097,25.438,1768736
2006-10-30,25.097,25.465,24.895,25.43,1507532
2006-10-31,25.765,25.897,25.244,25.598,4391874
2006-11-02,25.43,25.883,25.368,25.571,3608351
2006-11-03,25.438,26.775,25.438,26.775,4408593
2006-11-06,26.44,26.907,26.302,26.637,11882154
2006-11-07,26.637,28.314,26.637,28.077,8529809
2006-11-08,27.443,28.042,27.36,28.042,4509885
2006-11-09,28.042,29.066,27.98,27.98,4753080
2006-11-10,27.506,27.876,27.506,27.576,1328618
2006-11-13,27.172,28.105,27.172,28.105,1779317
2006-11-14,27.638,28.251,27.638,28.035,1632754
2006-11-15,27.841,28.077,26.838,27.408,3598698
2006-11-16,27.408,27.778,27.116,27.778,2010264
2006-11-17,27.436,27.673,27.374,27.673,1088028
2006-11-20,27.443,27.638,26.907,27.443,3571403
2006-11-21,27.443,27.618,27.374,27.618,996367
2006-11-22,27.638,28.745,27.638,28.584,5819561
2006-11-23,28.146,28.682,28.146,28.628,2001994
2006-11-24,28.446,28.446,28.126,28.223,1585970
2006-11-27,28.188,28.767,28.188,28.704,2399787
2006-11-28,28.112,28.704,27.916,28.579,1962133
2006-11-29,28.579,28.781,28.481,28.781,1257594
2006-11-30,28.647,28.738,28.377,28.676,1977673
2006-12-01,28.697,28.913,28.314,28.314,2104670
